Id,Title,Abstract,Prerequisites,Level,Year,PresentationUrl,CodeUrl,StartTime,Track_Id,Track_Id1,Speaker_Id,Category,Audience,SurveyUrl,SpeakerDeckUrl,SpeakerRateUrl,Timestamp,Room
3599,Getting Started with Azure Storage,"The talk will cover Azure Blob, Table and Queue storage.  We'll look at allocating these services through the Azure portal, the C# API as well as the REST interface.  A practical demo will be presented, as well.",,200,2014,,,1:30pm,,2060,4557,General Discussion,,,,,1/1/1900 0:00,
3600,Help! My Product Manager is driving me nuts!,"As a developer, you have so many things to juggle. Tech debt. Code quality. Defects. Architecture. New technology. It can seem like an impossible task to manage all these things. Meanwhile, feature requests just keep rolling in.<br/><br/>If working with your product manager feels like a struggle, you?re not alone. And I?ve got good news: there?s a better way.<br/><br/>I?ve learned a lot over the last several years that helped me address the things that drove me nuts. I?ve applied some techniques that helped me deliver successful software products and I?ll share these with you, with a focus on the concept of a ""Product Owner"" team.",,300,2014,,,3:50pm,,2060,4561,General Discussion,,,,,1/1/1900 0:00,
3601,BIG DATA MINING WITH SSAS & MAHOUT,"Mahout is a machine learning library, supported in HDinsight. HDInsight is the Microsoft service that brings Apache Hadoop to the cloud, and Mahout is a powerful tool for processing models within HDFS and MapReduce. This session will cover how data mining is implemented in the context of big data.<br/><br/>Combining traditional data mining with the power of Mahout in Hadoop, this session will cover the full data mining cycle from ETL and building, testing, and training data models to visualization, testing, and real-time querying. You will see how to discover patterns and make predictions, classifications, and recommendations to get all the insights from your structured and non-structured big data.<br/><br/>Paco Gonzalez, who works for SolidQ, earned his Master?s degree at the University of Murcia, Spain, and Kennesaw State University, GA. Now he combines his work at SolidQ with his PhD thesis, ""Analyzing Social Data."" He is an MCT and MCP Certified on BizTalk Server and SQL Server and works in the integration and BI fields at SolidQ. Paco is the Pass BigData virtual chapter Leader. He is  coauthor of Microsoft Training Kit 441.",,300,2014,,,10:10am,,2062,4560,Database Development,,,,,1/1/1900 0:00,
3602,TDD for Beginners - An Intro to Test Driven Development,"Recently, there has been a lot of discussion over Test Driven Development (TDD). Some say its dead, some say its lost its way, and some see it as a way of life. This talk is not going to answer those questions. The questions it addresses is ?What is TDD?? and ?Why should I care?? and ?How does it work??. It will give you a basic understanding of the TDD process and help you get started practicing TDD on your own projects.<br/> We will start with how to write a test then move on to examining the Red, Green, Refactor cycle of TDD. Along the way we will look at tools and techniques used to make writing tests easier. Code examples will be in C# but the concepts can be applied to a variety of languages and frameworks.",,100,2014,,,11:20am,,2062,4555,General Discussion,,,,,1/1/1900 0:00,
3603,Introduction to TypeScript,"Typescript is a superset of Javascript which primarily provides static typing, classes and interfaces.<br/>- Javascript code can live in TypeScript files, again: Typescript is a superset of Javascript<br/>- It compiles to javascript. You can deploy to anywhere JS works.<br/>- IntelliSense works better since it has type information.<br/>- It enables IDEs to provide a richer environment for spotting common errors as you type the code.<br/>- It produces more readable code, since you don't look at the complicated patterns used in JavaScript to emulate classical inheritance.<br/><br/>After a brief comparison with CoffeeScript and Dart, I will give a hands-on demo of TypeScript and how it is used with existing JavaScript libraries.",,100,2014,,,1:30pm,,2062,4559,Web Development,,,,,1/1/1900 0:00,
3604,Five Debugging Tips That Will Make You A Better Developer,"Does the word ""debugging"" cause you to conjure up memories of hunger, frustration, long exhausting nights, and stressful deadlines? This presentation will give you 5 time-tested tips that will not only make you more productive, but it will also lower your stress in the long run.<br/><br/>Toby has put a lot of thought into how to help others improve at the craft of debugging. This talk will be a sampling of the techniques and theories he has amassed in his tool belt. These 5 tips are chosen for their bang-for-the-buck value and their ability to stand on their own. There will be code examples for each tip, and live coding demos for some of them. Although the code examples used will be in JavaScript, you should have no problem at all applying these techniques to other programming languages.",,200,2014,,,2:40pm,,2062,4573,General Discussion,,,,,1/1/1900 0:00,
3605,Mobile Development with Amazon Web Services,"Session from Xamarin Evolve on how to develop Cross-Platform applications with Xamarin and Amazon Web Services.<br/><br/>Session will show you how to build great mobile apps that leverage AWS Cloud services bringing identity management and data sync (Amazon Cognito), push notifications (Amazon SNS Mobile Push), cloud storage (Amazon S3), and a fully-managed NoSQL database (Amazon DynamoDB) to your mobile apps. This will be a journey on how to configure and add AWS services to your apps.",,200,2014,,,3:50pm,,2062,4570,Mobile Development,,,,,1/1/1900 0:00,
3606,Zero to Hero with PowerShell,"There are two kinds of people in the SQL Server world. Those who are using PowerShell, and those that will be. In this session you'll learn how to become one of the ""cool kids"" using PowerShell.<br/><br/>We'll begin with a super fast paced introduction to PowerShell starting with a quick overview of the two environments you can use PowerShell in, command windows and the ISE (Integrated Scripting Environment). Next you'll learn about cmdlets, variables, functions, and logic flow. You'll then see how to use PowerShell to assist you in your development efforts.<br/><br/>Don't be left behind, learn how to leverage the power of PowerShell!",,100,2014,,,10:10am,,2057,4566,IT Topics,,,,,1/1/1900 0:00,
3607,Introduction to CIL (Common Intermediate Language),"In this session, we will discuss the benefit, purpose of CIL and how to utilize in everyday work to improve performance of application in general and stop using just basic reflection",,100,2014,,,11:20am,,2057,4572,General Discussion,,,,,1/1/1900 0:00,
3608,What's New for ALM in Visual Studio 2013 and Team Foundation Server 2013,"he latest versions of Visual Studio and TFS bring some great new features for developers, Product Owners, testers, and even the crusty old stakeholders. More than ever, TFS integrates the whole ALM story to help you deliver your project on time and on budget. In this session, we'll quickly recap the best features of TFS 2012 and then look at the great new features in TFS 2013. Paul will show you the new ALM features that make TFS perfect for Product Owners and company Stakeholders. He will also show you how developers work with TFS more effectively than ever, right from Visual Studio. We will finish off with the awesome story for testers.",,200,2014,,,1:30pm,,2057,4562,General Discussion,,,,,1/1/1900 0:00,
3609,SQL 2014 ? Breaking barriers to the cloud,"One of the key new features of SQL Server 2014 is its much better integration with Windows Azure. In this presentation, we explore some of the ways your SQL Server 2014 can take advantage of the cloud to provide your organization with better performance and reporting, as well as higher availability. We will cover topics such as using an Azure VM as a Secondary in an Always ON configuration for reporting and disaster recovery, using Azure for SQL Server Data files, and using Azure for managed backups.",,200,2014,,,2:40pm,,2057,4565,Database Development,,,,,1/1/1900 0:00,
3610,Create Your First Mobile App,"Intro to the concepts involved in developing & designing mobile apps. Will go through the thought process of creating apps, understanding the concept of creating a successful ""workflow"" that will help you move pass many of the common pitfalls of starting out doing mobile development and mobile design<br/><br/>Will be using the Appery.io platform.  Appery.io is a great platform to start with for developing your apps, it makes the process fun and intuitive.  It also has very advanced features so when you are ready you can go further with your app development<br/><br/>Attendees will build an app and have the opportunity to continue working on their app after the talk is over.<br/><br/>Bring your apps ideas and lets vet them.",,200,2014,,,3:50pm,,2057,4569,Mobile Development,,,,,1/1/1900 0:00,
3611,There is No Mobile ? An Introduction to Responsive Web Design,"Devices are as unique as their users. Detecting the end user?s platform is a fruitless expenditure that often leads to wrong assumptions. This ultimately degrades the user experience, leading to lower sales and productivity. Maintaining multiple web applications for different platforms is not cost effective and stressful. Responsive web design is a way to leverage CSS and a sprinkle of JavaScript to drive a single application across multiple experiences.<br/><br/>This presentation walks through responsive web design content featured in Chris Love?s latest book, High Performance Single Page Web Applications [http://amzn.to/1b0twcm]. You will see how to design a mobile first web application that naturally adjusts to the end user?s platform. The session covers how to use and organize CSS media queries and JavaScript media query listeners to drive a dynamic user experience that not only delights your customers but is easy to maintain.",,100,2014,,,10:10am,,2067,4523,Web Development,,,,,1/1/1900 0:00,
3612,Let's Build an AngularJS App!,"AngularJS is a popular JavaScript framework that provides a variety of services including dependency injection, data-binding, and declarative DOM extensions. In this talk, Jeremy will cover at a high level what the benefits of AngularJS are and then build a reference application. If you are an Angular developer looking to learn best practices or have never touched Angular and want to know what the fuss is all about, this talk is for you.",,100,2014,,,11:20am,,2067,4543,Web Development,,,,,1/1/1900 0:00,
3613,ASP vNext: Playing With The Early Bits,"The next version of ASP is code named vNext and it represents a tectonic shift in ASP!<br/><br/>Jeff will take us through an overview of what's coming and what it means to us as developers in the Microsoft world.<br/><br/>Jeff will do some *crazy* things like create and run an ASP site from the command line and text editor, as well as create and run an ASP site on Ubuntu Linux! Who thought you'd ever do *that* with ASP?<br/><br/>Of course Jeff will also show the early build of Visual Studio 14 as well.<br/><br/>In terms of impact on developers, the coming changes fall somewhere between the introduction of MVC and the switch to .Net!",,200,2014,,,1:30pm,,2067,4541,Web Development,,,,,1/1/1900 0:00,
3614,AWS vs. Azure - Which One Is Right For You?,"Your CTO read an article in Forbes, and now its on you to move everything to The Cloud. You've poked around on the AWS Marketplace site, you've watched a few ScottGu videos about Azure, but you're still confused. ""What cloud provider should I use?""<br/><br/>This talk will lay out a high-level decision matrix for choosing between AWS and Azure. We'll speak mostly from a software developer's perspective, but will discuss a range of factors that influence the decision... productivity, suitability for specific types of projects, cost, performance and scale, reliability, and more. You'll walk away with a better understanding of the relative strengths and weaknesses of each platform. We'll focus less on code and more on the big picture. Some familiarity with current cloud offerings is useful, but not necessary.",,100,2014,,,2:40pm,,2067,4551,IT Topics,,,,,1/1/1900 0:00,
3615,SOLID Design Patterns for Mere Mortals,"Software design patterns have been around long before the MVC Framework gained momentum. In this session we will start with a review of Robert C. Martin's (Uncle Bob) SOLID macronym. After building the proper foundation, I will show you several design patterns, their C# implementation, and when and how they should be used in modern software development.",,200,2014,,,3:50pm,,2067,4563,General Discussion,,,,,1/1/1900 0:00,
3616,Choosing Applications for the Cloud,"This talk will cover factors for evaluating whether or not to move an application to the cloud. First it will lay the groundwork for a few definitions such as ""migrate"" and ""cloud"". Then, it will debunk some myths about hosting an application in the cloud as well as call out pros and cons. Finally, it will present a way to analyze strengths and weaknesses to assist with making a decision whether or not to move an application to the cloud.<br/><br/>This discussion is a great overview for IT decision makers and developers alike, in order to understand which factors to assess in this exercise. It also provides useful tips on what to watch out for as well as what things to focus on in order to be successful.",,100,2014,,,10:10am,,2054,4575,IT Topics,,,,,1/1/1900 0:00,
3617,Distributed Pizza ? Creating an ESB in 60 Minutes with NServiceBus 5.0,"In today's connected world, developers and architects must design systems to communicate organically. System integration can no longer be an afterthought. In this demonstration, we will create a functional enterprise service bus (ESB) using NServiceBus and will discuss architectural considerations for healthy system communication. NServiceBus is a leading ESB build purely on .NET that is highly scalable and flexible and a breeze to develop and administer.",,200,2014,,,11:20am,,2054,4528,Developers,,,,,1/1/1900 0:00,
3618,"Software architecture, reuse and maintainability","No matter the language, it takes quality Software Architecture to produce a quality product.  This presentation will highlight some of the classic pitfalls of large C++ projects and show how proper attention to design will result in code that is reliable and easy to maintain.  Find out how to apply object models and even discover ways to measure reusability.<br/><br/><br/><br/>By way of example we will look at the internal Class structure of several Open Source applications, identifying unused and overused classes, exploring similar classes (which perhaps could be combined into a single class) and learning how to mine open source software for reusable gems that can be incorporated into your development.<br/><br/><br/><br/>Any large project, over time, will evolve sections of code that are unused yet are still maintained because they have not been identified.  These classes must be found early if development is to be streamlined, but it is also important to know about classes that are overused and perhaps incorporate too much functionality, making them difficult to maintain and test.<br/><br/><br/><br/>Developers must understand these principles in order to create stable and reusable software, and managers need to understand them in order to keep their projects on track.<br/><br/>",,300,2014,,,1:30pm,,2054,4529,Developers,,,,,1/1/1900 0:00,
3619,Augmented Reality with Unity3D and Vuforia,"Have you ever wanted to bring a character out of your game and hang out with them?<br/>This seminar will introduce augmented reality, and explain how to achieve your wish utilizing powerful but simple tools. Using free license software, Vuforia and Unity 3D, we can combine two technologies to produce amazing results.  Ready to visit with your character?",,100,2014,,,10:10am,,2061,4518,Mobile Development,,,,,1/1/1900 0:00,
3620,"How to Stumble Forward into Agile, Scrum, and Kanban!!?","This is a recent and ongoing journey for the first formal Product Manager in a small but stable Atlanta based company since 1997 of transitioning a development team from no formal process to incorporating Agile concepts, trying Scrum, and moving toward Scrumban (Scrum + Kanban).<br/>During this 18 month adventure, the development team doubled in size, the Product Manager is still transitioning from previous roles of product support (and anything else), all while maintaining and improving our industry leading enterprise software product that competes against companies such as BMC, CA, Cisco, HP, and ServiceNow.<br/>I like to get the audience engaged in both asking questions and answering others and providing relevant examples to the presentation. The goal is to provide real examples of taking small steps to improvement, both individually and on a team, and solving the challenges along the way.",,100,2014,,,11:20am,,2061,4519,General Discussion,,,,,1/1/1900 0:00,
3621,From the Wild West to Agile ? A Case Study of Wins and Losses,"Our team had been using either dated methodologies or simply cowboy development, and it was decided to run our flagship app renovation project using agile principles and values.  We had no practical experience in agile, no documented processes or procedures, but a dedicated hard working team.<br/><br/>Over the past several months, we?ve been learning to create a living backlog, story map, acceptance criteria as well as effectively plan sprints, how and when to communicate, and everything else necessary in order to move our team from forming all the way to performing.<br/><br/>We have faced many roadblocks on our journey, and as the teams Scrum Master, it?s been my job to clear the path for the team. In this session, I will share where we succeeded as well as where we stumbled, and give real world advice to resolve common problems faced by teams on their way to becoming more agile and striving for continuous improvement, faster delivery, and higher quality.",,100,2014,,,1:30pm,,2061,4521,General Discussion,,,,,1/1/1900 0:00,
3622,XNA is dead. Long Live MonoGame,"As support for XNA begins to sunset, what technology are game developers looking at for not only the Windows ecosystem, but also cross-platform opportunities? MONOGAME! Looking to support iOS, Android, OUYA, PSM, Windows and more? MONOGAME!<br/><br/>In this talk we'll cover the basics of MonoGame, it's similarities to XNA, the differences, how to get started and any tricks and traps to watch out for. Fun talk with plenty of code and demos.",,100,2014,,,2:40pm,,2061,4522,General Discussion,,,,,1/1/1900 0:00,
3623,ASP.Net MVC Apps for SharePoint 2013,"This topic will provide a discussion about the new Auto-Hosted and Provider-Hosted SharePoint App options. We will discuss the application architecture and integration with SharePoint, and build a traditional ASP.Net MVC application hosted in SharePoint 2013.",,200,2014,,,3:50pm,,2061,4527,SharePoint,,,,,1/1/1900 0:00,
3624,Xamarin Evolve 2014 Recap (REvolve),"Xamarin Evolve was an exciting conference and the keynote was chock full of announcements. From Xamarin Sketches, which allows you to play around with new APIs quickly and easily, to Xamarin Insights which allows you to instrument your apps for analytics, Nat and Miguel did not disappoint on the big stage. Come to this session to learn what's new in the world of Xamarin.",,100,2014,,,10:10am,,2070,4520,General Discussion,,,,,1/1/1900 0:00,
3625,Debugging Javascript,"This talk is for for entry-level JavaScript developers, though there should be a good deal of information helpful to intermediate and advanced JavaScript developers as well.<br/><br/>During our time together I will share how to debug JavaScript using the browser dev tools. I will also share JavaScript best practices for easier debugging. I will use Chrome, Firefox, and yes; even Internet Explorer. After covering console debugging, I will show some tools I've created to help debug an app during runtime within the browser. I will also show you how the tools were created and the benefit of creating your own debugging tools with little effort.<br/><br/>Topics included will be:<br/>setting breakpoints, coded breakpoints, watches, console.log(), http requests, useful console extensions, and console programming.",,100,2014,,,11:20am,,2070,4525,Web Development,,,,,1/1/1900 0:00,
3626,Cloud Architecture Patterns I,"We are all familiar with design patterns and their value in architecting software solutions. This presentation provides an overview of design patterns that are especially relevant for cloud solutions. We will discuss various patterns for scalability, elasticity, queuing, data persistence and data processing.<br/><br/>[same presentation given by Jamie Rance of RDA at the Charlotte Azure Bootcamp]",,100,2014,,,1:30pm,,2070,4526,Web Development,,,,,1/1/1900 0:00,
3627,Cloud Architecture Patterns II,"If your team is interested in designing cloud applications, this talk introduces architecture patterns that can help you take advantage of cloud-platform services.<br/><br/>You?ll learn how each of these platform-agnostic patterns work, when they might be useful in the cloud, and what impact they?ll have on your application architecture.<br/><br/>You?ll be able to make informed decisions for designing effective cloud-native applications that maximize the value of cloud services, while also maintaining user experience and operational efficiency.<br/><br/>Learn about architectural patterns for:<br/>- Scalability. Discover the advantages of horizontal scaling.<br/>- Handling large amounts of data across a distributed system.<br/>- Handling failure. Understand how multitenant cloud services and commodity hardware influence your applications.<br/>- Distributed users. How to overcome delays due to network latency when building applications for a geographically distributed user base.",,100,2014,,,2:40pm,,2070,4564,IT Topics,,,,,1/1/1900 0:00,
3628,Cross-Platform Localization for Mobile Apps Using .NET,"Everyone wants to get their apps in front of the largest possible audience, and as mobile app stores are global, your app should be too. That makes localization into a key marketing expense.<br/><br/>New development tools make it easy to support multiple languages and cultures, and you?ll find that the hardest part is the language translation itself.<br/><br/>When doing a native application, of course you want to hit the major platforms: Android, iOS, and Windows Phone. By using the .NET Framework on each platform, you can share much of the code and get the globalization and localization functionality that comes with .NET. By building the application for Windows Phone first or concurrently with iOS and Android, you will be able to leverage some powerful tools from the .NET stack to make localization much easier to code.<br/>I am going to show how create the same application on Android, iOS, and Windows Phone 8, all in C#. To do this, I will use Visual Studio with Xamarin?s Android and iOS tools. Xamarin?s iOS and Android products use the native localization mechanisms on each platform. To assist with the language resources, we will use Microsoft's Multilingual App Toolkit.ÿ Both the classic Xamarin (Xamarin.iOS and Xamarin.Android) and the new Xamarin.Forms frameworks will be used.",,200,2014,,,3:50pm,,2070,4524,Mobile Development,,,,,1/1/1900 0:00,
3629,Hybrid mobile application development with the Ionic Framework,"The Ionic Framework is an exciting front-end library for making hybrid mobile apps that you can write once, and run everywhere. I?ll show you how to leverage your existing JavaScript, HTML, and CSS skills to quickly build an app with Ionic that can be deployed to 8 platforms? iOS and Android included, of course!<br/><br/>I?ll start with a quick overview of what Ionic is, and why you should be using it if you?re a web developer. Then, I?ll briefly go over its command line tools, as well as some of its UI components (and boy, they?re beautiful). Finally, we?ll get our hands dirty and make a little weather app!",,100,2014,,,10:10am,,2072,4571,Mobile Development,,,,,1/1/1900 0:00,
3630,Introduction to WebAPI,"This session introduces ASP.NET Web API including the new features introduced under version 2 like OData v4, Attribute Routing, etc.. Some demos will be included to further elaborate on different topics discussed throughout the session.",,100,2014,,,11:20am,,2072,4574,Web Development,,,,,1/1/1900 0:00,
3631,Intro to Node.js for .NET Developers,"Are you a .NET developer who wishes to jump into Node.js, but don't know where to start? In this talk, we'll cover the steps to get up-and-running as quickly as possible. We'll walk through creating, debugging, and deploying a Node.js project to Microsoft Azure using the Node.js Tools for Visual Studio. We'll also look at popular frameworks and modules, and other learning resources.",,100,2014,,,2:40pm,,2072,4531,Web Development,,,,,1/1/1900 0:00,
3632,Building an application using Node.js + AngularJS with MongoDB,"In this session, we will build an application using Node.js, Express, Jade, AngularJS with MongoDB. Don't let this mix of technologies concern you, we will have a quick refresher on each of these before diving into the details. MongoDB will handle the data storage, Express (web application framework for node) will provide the API for database access, Jade used as html template engine and AngularJS for client side logic and to build the user interface plus our favorite Node.js powering the entire backend of the application.<br/><br/>These technologies form a great choice for modern client-side coding stack and you will walk away the knowledge of how to use each of these in your application development.",,300,2014,,,3:50pm,,2072,4567,Web Development,,,,,1/1/1900 0:00,
3633,Grunt all day!,"Grunt has fast become the defacto workflow workhorse in the modern web developers tool kit. This session will introduce you to using Grunt in your daily routines as well as surrounding technologies. Drop in for a brief introduction to Node and NPM, the Node Package Manager.  Following that we will deep dive into Grunt and other strange noises like Bower, SASS, Lint, or live-reload.",,100,2014,,,10:10am,,2071,4533,Web Development,,,,,1/1/1900 0:00,
3634,Android Application Development for the Object-Oriented Programmer,This session provides an introduction to building native Android apps using Android Studio. Topics are covered from the perspective of someone with Object-Oriented programming but are appropriate for anyone looking to get into the Android mobile space. I will jumpstart your Android development by building a small app that consist of many of the building blocks of an Android Application. We will wrap up by looking at a fully-featured app that is in the Google Play store.,,200,2014,,,11:20am,,2071,4554,Mobile Development,,,,,1/1/1900 0:00,
3635,How to be a Six Figure Developer,"Software and website developers are in extremely high demand and rates continue to climb, but many developers have not yet realized their potential. In this talk we lay out some simple and proven ways to measure your accomplishments, establish a personal brand, and increase your value to employers.",,200,2014,,,1:30pm,,2071,4534,Career Advancement,,,,,1/1/1900 0:00,
3636,Anatomy of a Mail app,"Apps for Office introduces a new programming model that is so flexible, you may not believe it unless you see it with your own eyes. You might say it is dangerously simple to enhance the functionality of Office. Apps for Office allow you to enhance the user experience for Access, Excel, Outlook, PowerPoint, Project and Word, most likely using your existing skills.<br/><br/>Starting with a brief discussion surrounding the road-map for the various types of Office apps, this talk will focus primarily on Mail apps and how you can use them to provide very valuable enhancements to the message and appointment (reading and composing) experiences.<br/><br/>You will learn about what if takes to develop a Mail app (a real app, currently under development will be shown), what the infrastructure looks like to deploy a mail app, what the licensing process looks like and how easy they are to monetize.<br/><br/>After the discussion, you will likely be beaming with ideas and be rushing home to begin building your very own App for Office.",,200,2014,,,2:40pm,,2071,4537,Web Development,,,,,1/1/1900 0:00,
3637,SignalR and the Internet of Things!,"ASP.NET SignalR is a library for ASP.NET developers that simplifies the process of adding real-time web functionality to applications. During this presentation, we will see how to utilize SignalR across multiple platforms and how to integrate it into the enterprise. We will also take a look at best practices for development and maintenance of applications utilizing SignalR. Finally, we will take readings from sensors (most likely solar, temperature, and humidity) and send the data to a SignalR service in Windows Azure and from there we will process the data in real time for updating the UI on a variety of clients.<br/><br/>Jared is a Senior Consultant for Magenic Technologies located in Atlanta. He is focused on server side technologies for the enterprise and wireless embedded technologies and holds an MCSD for web applications. Lately, Jared has been using Windows Azure alongside SignalR to create real time data feeds for remote sensors as part of the ""Internet of Things"".",,200,2014,,,3:50pm,,2071,4539,Web Development,,,,,1/1/1900 0:00,
3638,Intro to JavaScript Patterns,"Some 30 years ago software engineers began to incorporate some of the architect Christoper Alexander's design patterns work into their own, with the crecendo being the Gang of Four's ""Design Patterns: Elements Of Reusable Object-Oriented Software"" written in 1995. Understanding these common proven methodologies for solving problems can accelerate development, improve maintainability, and conjure better software almost magically. Being classless, it's often difficult to directly see how classical design patterns can map to more fluid languages like JavaScript--but the language has taken quite nicely to both classical patterns and even supported the invention of some novel, never seen before patterns.",,100,2014,,,10:10am,,2065,4542,General Discussion,,,,,1/1/1900 0:00,
3639,GETTING STARTED WITH MONGODB IN .NET,"In this talk we will go over what is involved in setting up MongoDB on Windows and what is involved in working with it in C#. We will discuss: how to serialize / deserilize objects, how to query the data, and how to configure databases and containers (""tables""). Joe will demonstrate what an e-commerce ordering system would look like in MS Sql Server and compare how it would look in MongoDB, including the sample code. Joe will demonstrate how to create object structures for quick get and set operations. He will wrap up by discussing the challenges of migrating to MongoDB from Sql server including searching and indexing.",,100,2014,,,11:20am,,2065,4550,Database Development,,,,,1/1/1900 0:00,
3640,Azure DocumentDB,Azure DocumentDB is a NoSQL document database service designed from the ground up to natively support JSON and JavaScript directly inside the database engine.<br/>* Rich query and transactions over schema-free JSON data<br/>* Delivers reliable and configurable performance<br/>* Enables rapid development,,100,2014,,,1:30pm,,2065,4549,Database Development,,,,,1/1/1900 0:00,
3641,Putting the Cloud in Your Pocket with Azure Mobile Services (.NET),"Azure Mobile Services provides developers a valuable tool that can be leveraged to quickly create rich and robust mobile apps in the current Mobile First, Cloud First environment.  This session will review the capabilities offered by the Azure Mobile Services tools, specifically focusing on the new .NET-based backend.  The talk will show how Azure Mobile Services can be used to quickly stand up cloud-based API support and provide the various cloud service integration needs of most mobile apps, including data storage and manipulation, authentication and authorization, connection to notification services, offline data synchronization, and custom server-based job scheduling.<br/><br/>This talk is intended to partner with the similar Putting the Cloud in Your Pocket with Azure Mobile Services (Node.js) talk, where the node.js-backed Mobile Service backend tools will be discussed.  Attendees of both talks should gain an idea of the similarities and differences that exist between the two offerings.",,100,2014,,,2:40pm,,2065,4546,Mobile Development,,,,,1/1/1900 0:00,
3642,The Disciplines of Object Orientation in C#,"This session explores the craft of object-oriented programming C# and the disciplines that comprise that craft. We'll go beyond the principles to see the real-world benefits that good object-oriented design can bring to our projects, our businesses and our satisfaction as developers.<br/><br/>This is not a letter-by-letter presentation of the SOLID patterns; it is about starting at zero and progressively build up a repertoire of skills that can be used to build highly-flexible, highly-maintainable projects.<br/><br/>The first portion of the presentation will be directly applicable for those who have been programming in C# for a little while and are interested in starting to learn about and apply OO principles and patterns. As we progress through the hour, early learners will see the practical, long-term benefits of following OOP as the material becomes more directly applicable for experienced practitioners.",,200,2014,,,3:50pm,,2065,4540,General Discussion,,,,,1/1/1900 0:00,
3643,Hand Waving with the new Kinect for Windows v2,"Microsoft has released the new and improved Kinect for Windows v2, a vast improvement over the original Kinect released in 2010.<br/><br/>In this talk, I will discuss what people have successfully done with Kinect technology over the past four years, from business ventures to flights of fancy.  I will also introduce you to the Kinect for Windows SDK v2, the new software API that Microsoft is providing for free to access the capabilities of the Kinect v2.  I will show you how to get up and running with programming the Kinect and provide some ideas to help spark your imagination regarding this amazing device.",,100,2014,,,10:10am,,2069,4538,General Discussion,,,,,1/1/1900 0:00,
3644,Architectural Overview - Azure based eFiling,"Summary: Azure based Registration & eFiling solution where it can onboard users, manage a filing process including the Accept/Reject negotiation, send/manage documents to backend systems; provide for notification and fees involved at each step; supports distribution of those fees to different parties.  This fully cloud based solution can support Any Registration and filing based need - Municipalities (permitting, document submission, citation management); Billing Systems, File Mgmt/Processing Systems (banks, hospitals, retailers, etc.), Magazine Subscriptions, Camp Registrations, etc.<br/><br/>Attributes: Powered by Azure PaaS, Highly Scalable, Low Maintenance (no patching), Self Configurable, User Management/Profile Functionality<br/><br/>Specifics: To support the file submission and Case Management process for the legal community, the RDA team developed a Service Oriented Architecture (SOA) based upon a Pipeline concept (Azure worker roles) running against different Azure Queues, where Tasks are then executed to perform required actions.  The solution's processing can be readily configured (threads, concurrent queue items, etc.).  A generic Dispatcher exists that executes target specific tasks (generate emails, edit PDFs to add header info, update indexes, other requirements).  The solution can spin Pipelines for these different tasks. The solution fits into the Enterprise Service Bus (ESB) realm per interacting against different interfaces, taking task requests, and executing tasks. One could also link operations together (a task requests another task to do work).  New tasks can be defined and just need to be registered at run time.  A task can be anything but generally are singular - i.e. do a specific work item (send email acknowledgement, update a set of data, etc.).  For error management, if error in pipeline then queued task that failed goes to dead letter queue along with logs for review and resubmission where applicable.",,100,2014,,,11:20am,,2069,4547,General Discussion,,,,,1/1/1900 0:00,
3645,"Continuous Integration with GitHub, Jenkins, and AWS Elastic Beanstalk","In this talk I will provide one approach to Continuous Integration using Github, Jenkins, and Amazon Web Services Elastic Beanstalk. The first part of the talk I will review what AWS Beanstalk is, and why developers will think it is cool.<br/><br/>The 2nd part will discuss what Jenkins is and some basic configuration settings.<br/><br/>I will then fire up a demo project in Visual Studio and demonstrate how committing a change to a ""master"" branch will trigger an automated build & deploy to Beanstalk. In my case I will use a Github repository; other repos support the same call-back mechanism. At the end of the talk audience members will have a good overview on how to setup a CI environment with AWS Elastic Beanstalk.",,100,2014,,,1:30pm,,2069,4548,IT Topics,,,,,1/1/1900 0:00,
3646,Thinking in a 3D space - integrating a product with a Leap Motion Controller,"Leap Motion is a device that allows you to interact with a PC using your hands in a 3 dimensional space ... but how can you use that in your product?  In this talk, I'll go over the capabilities and limitations I discovered and show a hackweek project I did and the code behind it all, as well as the idea and process of taking a product into 3 dimensions.",,200,2014,,,2:40pm,,2069,4544,IT Topics,,,,,1/1/1900 0:00,
3647,Attack of Virtual Machines and Websites,"One day we woke up and our industry was under attack! The battle line drawn with IT departments on one side and the Cloud on the other. No longer did we as developers have to wait weeks for infrastructure needed for our next project. Suddenly we could have everything we could dream of in mere seconds.<br/><br/>Join Mark as he shows you a practical, no-BS intro to Azure from the perspective of a web developer. With the ability to run both Windows and Linux, you can deploy websites in .NET, Node.js, Java, PHP, Python and more. Push with Git, fire up a thousand VMs, and do it all from the command line. It's a whole new game and a whole new Cloud.",,200,2014,,,3:50pm,,2069,4552,Web Development,,,,,1/1/1900 0:00,
